,0.01,0.025,0.05,0.1,0.2,0.3
0.125,1.1902899621936287,2.577792347812484,3.8188132745278374,3.8188132745278374,3.8188132745278374,3.8188132745278374
0.25,1.1902899621936287,2.976306814073412,2.9945500578057596,5.0495397742022865,5.0495397742022865,5.0495397742022865
0.5,1.1902899621936287,2.946216831741813,1.778149326637985,-0.6999200458517008,-0.5849878723612018,-0.5849878723612018
0.75,1.1902899621936287,2.946216831741813,1.7352197947802703,-0.9747039324743522,-0.9992585831435071,-0.9990166343656798
1.0,1.1902899621936287,2.946216831741813,1.7352197947802703,-0.977161477953036,-0.9999997188516516,-0.999999867908096
